,label,spk1,spk2,duration1,duration2
0,1,id10270/x6uYqmx31kE/00001.wav,id10270/8jEAjG6SegY/00008.wav,5.6800625,6.8000625
1,0,id10270/x6uYqmx31kE/00001.wav,id10300/ize_eiCFEg0/00003.wav,5.6800625,3.9600625
2,1,id10270/x6uYqmx31kE/00001.wav,id10270/GWXujl-xAVM/00017.wav,5.6800625,11.9200625
3,0,id10270/x6uYqmx31kE/00001.wav,id10273/0OCW1HUxZyg/00001.wav,5.6800625,4.9200625
4,1,id10270/x6uYqmx31kE/00001.wav,id10270/8jEAjG6SegY/00022.wav,5.6800625,5.9200625
5,0,id10270/x6uYqmx31kE/00001.wav,id10284/Uzxv7Axh3Z8/00001.wav,5.6800625,6.4800625
6,1,id10270/x6uYqmx31kE/00001.wav,id10270/GWXujl-xAVM/00033.wav,5.6800625,7.6800625
7,0,id10270/x6uYqmx31kE/00001.wav,id10284/7yx9A0yzLYk/00029.wav,5.6800625,4.1600625
8,1,id10270/x6uYqmx31kE/00002.wav,id10270/5r0dWxy17C8/00026.wav,4.0800625,4.9600625
9,0,id10270/x6uYqmx31kE/00002.wav,id10285/m-uILToQ9ss/00009.wav,4.0800625,9.4800625
10,1,id10270/x6uYqmx31kE/00002.wav,id10270/GWXujl-xAVM/00035.wav,4.0800625,4.1200625
11,0,id10270/x6uYqmx31kE/00002.wav,id10306/uzt36PBzT2w/00001.wav,4.0800625,5.8000625
12,1,id10270/x6uYqmx31kE/00002.wav,id10270/GWXujl-xAVM/00038.wav,4.0800625,5.3200625
13,0,id10270/x6uYqmx31kE/00002.wav,id10307/kp_GCjLq4qA/00004.wav,4.0800625,14.7600625
14,1,id10270/x6uYqmx31kE/00002.wav,id10270/GWXujl-xAVM/00033.wav,4.0800625,7.6800625
15,0,id10270/x6uYqmx31kE/00002.wav,id10275/Mdk1SXywHck/00024.wav,4.0800625,7.4800625
16,1,id10270/x6uYqmx31kE/00003.wav,id10270/GWXujl-xAVM/00038.wav,4.8000625,5.3200625
17,0,id10270/x6uYqmx31kE/00003.wav,id10293/TwfthltapLg/00004.wav,4.8000625,9.8800625
18,1,id10270/x6uYqmx31kE/00003.wav,id10270/5r0dWxy17C8/00004.wav,4.8000625,5.8800625
19,0,id10270/x6uYqmx31kE/00003.wav,id10273/8cfyJEV7hP8/00004.wav,4.8000625,7.1200625
20,1,id10270/x6uYqmx31kE/00003.wav,id10270/8jEAjG6SegY/00038.wav,4.8000625,6.5600625
21,0,id10270/x6uYqmx31kE/00003.wav,id10300/SQzWyPhRqmk/00012.wav,4.8000625,10.9600625
22,1,id10270/x6uYqmx31kE/00003.wav,id10270/5r0dWxy17C8/00010.wav,4.8000625,4.5600625
23,0,id10270/x6uYqmx31kE/00003.wav,id10305/G50_Ix7IVjU/00001.wav,4.8000625,5.5200625
24,1,id10270/x6uYqmx31kE/00004.wav,id10270/GWXujl-xAVM/00010.wav,13.6800625,6.6000625
25,0,id10270/x6uYqmx31kE/00004.wav,id10306/2SaEbN8hYz4/00011.wav,13.6800625,4.5600625
26,1,id10270/x6uYqmx31kE/00004.wav,id10270/GWXujl-xAVM/00045.wav,13.6800625,4.8000625
27,0,id10270/x6uYqmx31kE/00004.wav,id10280/NXjT3732Ekg/00001.wav,13.6800625,3.9600625
28,1,id10270/x6uYqmx31kE/00004.wav,id10270/OhfKF8FSq3Y/00003.wav,13.6800625,4.0400625
29,0,id10270/x6uYqmx31kE/00004.wav,id10271/djK87iSSKQo/00001.wav,13.6800625,4.2400625
30,1,id10270/x6uYqmx31kE/00004.wav,id10270/GWXujl-xAVM/00007.wav,13.6800625,4.5600625
31,0,id10270/x6uYqmx31kE/00004.wav,id10286/isKyMAYUOgg/00012.wav,13.6800625,20.4400625
32,1,id10270/x6uYqmx31kE/00005.wav,id10270/8jEAjG6SegY/00026.wav,6.5600625,4.0400625
33,0,id10270/x6uYqmx31kE/00005.wav,id10278/LVXvQzNatXI/00001.wav,6.5600625,10.7200625
34,1,id10270/x6uYqmx31kE/00005.wav,id10270/5r0dWxy17C8/00024.wav,6.5600625,6.2800625
35,0,id10270/x6uYqmx31kE/00005.wav,id10295/3tvnlmkCiTw/00008.wav,6.5600625,16.9600625
36,1,id10270/x6uYqmx31kE/00005.wav,id10270/8jEAjG6SegY/00035.wav,6.5600625,7.7200625
37,0,id10270/x6uYqmx31kE/00005.wav,id10303/R5JGtwc4o1M/00005.wav,6.5600625,4.4800625
38,1,id10270/x6uYqmx31kE/00005.wav,id10270/OXdd7Gmluts/00003.wav,6.5600625,4.2000625
39,0,id10270/x6uYqmx31kE/00005.wav,id10281/NHARUN9OhSo/00002.wav,6.5600625,6.0400625
40,1,id10270/5r0dWxy17C8/00001.wav,id10270/8jEAjG6SegY/00027.wav,8.3600625,4.8000625
41,0,id10270/5r0dWxy17C8/00001.wav,id10292/gm6PJowclv0/00027.wav,8.3600625,14.8800625
42,1,id10270/5r0dWxy17C8/00001.wav,id10270/5r0dWxy17C8/00022.wav,8.3600625,7.0000625
43,0,id10270/5r0dWxy17C8/00001.wav,id10272/wb6ligRbbZ4/00001.wav,8.3600625,4.5600625
44,1,id10270/5r0dWxy17C8/00001.wav,id10270/8jEAjG6SegY/00012.wav,8.3600625,7.1600625
45,0,id10270/5r0dWxy17C8/00001.wav,id10302/WAbHmvQ9zME/00006.wav,8.3600625,5.0000625
46,1,id10270/5r0dWxy17C8/00001.wav,id10270/8jEAjG6SegY/00030.wav,8.3600625,4.3600625
47,0,id10270/5r0dWxy17C8/00001.wav,id10309/0cYFdtyWVds/00002.wav,8.3600625,14.8000625
48,1,id10270/5r0dWxy17C8/00002.wav,id10270/8jEAjG6SegY/00018.wav,5.0000625,4.9600625
49,0,id10270/5r0dWxy17C8/00002.wav,id10307/yUv37vQWmzE/00014.wav,5.0000625,4.2000625
50,1,id10270/5r0dWxy17C8/00002.wav,id10270/GWXujl-xAVM/00044.wav,5.0000625,6.4400625
51,0,id10270/5r0dWxy17C8/00002.wav,id10309/e-IdJ8a4gy4/00009.wav,5.0000625,31.8800625
52,1,id10270/5r0dWxy17C8/00002.wav,id10270/8jEAjG6SegY/00035.wav,5.0000625,7.7200625
53,0,id10270/5r0dWxy17C8/00002.wav,id10273/hW0Q6eHqN-U/00003.wav,5.0000625,6.8800625
54,1,id10270/5r0dWxy17C8/00002.wav,id10270/8jEAjG6SegY/00027.wav,5.0000625,4.8000625
55,0,id10270/5r0dWxy17C8/00002.wav,id10283/vaK4t1-WD4M/00017.wav,5.0000625,11.4400625
56,1,id10270/5r0dWxy17C8/00003.wav,id10270/GWXujl-xAVM/00024.wav,4.3200625,6.4800625
57,0,id10270/5r0dWxy17C8/00003.wav,id10273/prqT1CcDqMc/00020.wav,4.3200625,4.7200625
58,1,id10270/5r0dWxy17C8/00003.wav,id10270/5r0dWxy17C8/00026.wav,4.3200625,4.9600625
59,0,id10270/5r0dWxy17C8/00003.wav,id10273/58VB-LYIoRM/00002.wav,4.3200625,4.2400625
60,1,id10270/5r0dWxy17C8/00003.wav,id10270/GWXujl-xAVM/00006.wav,4.3200625,6.0000625
61,0,id10270/5r0dWxy17C8/00003.wav,id10278/DSGE2F5sTcg/00002.wav,4.3200625,4.6800625
62,1,id10270/5r0dWxy17C8/00003.wav,id10270/8jEAjG6SegY/00033.wav,4.3200625,4.8800625
63,0,id10270/5r0dWxy17C8/00003.wav,id10286/isKyMAYUOgg/00006.wav,4.3200625,8.2000625
64,1,id10270/5r0dWxy17C8/00004.wav,id10270/5r0dWxy17C8/00022.wav,5.8800625,7.0000625
65,0,id10270/5r0dWxy17C8/00004.wav,id10281/dX8RBKI2FKc/00001.wav,5.8800625,7.7200625
66,1,id10270/5r0dWxy17C8/00004.wav,id10270/5r0dWxy17C8/00010.wav,5.8800625,4.5600625
67,0,id10270/5r0dWxy17C8/00004.wav,id10298/VHtcwtdPjpE/00002.wav,5.8800625,10.5600625
68,1,id10270/5r0dWxy17C8/00004.wav,id10270/5r0dWxy17C8/00024.wav,5.8800625,6.2800625
69,0,id10270/5r0dWxy17C8/00004.wav,id10282/nYsLbFOQfOI/00002.wav,5.8800625,4.1600625
70,1,id10270/5r0dWxy17C8/00004.wav,id10270/GWXujl-xAVM/00021.wav,5.8800625,5.5600625
71,0,id10270/5r0dWxy17C8/00004.wav,id10283/vaK4t1-WD4M/00028.wav,5.8800625,4.0800625
72,1,id10270/5r0dWxy17C8/00005.wav,id10270/8jEAjG6SegY/00001.wav,6.6400625,5.4000625
